tweet_id,timestamp,reply,retweet,text,name,doggo,floofer,pupper,puppo,full_text,reply_json,retweet_json,favorite_count,retweet_count,rating_numerator,rating_denominator,image_name,image_number
889665388333682689,2017-07-25 01:55:32,False,False,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,None,None,None,puppo,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,,38818,8538,13.0,10.0,DFi579UWsAAatzw.jpg,1.0
889638837579907072,2017-07-25 00:10:02,False,False,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,Ted,None,None,None,None,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,,27672,4735,12.0,10.0,DFihzFfXsAYGDPR.jpg,1.0
889531135344209921,2017-07-24 17:02:04,False,False,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,Stuart,None,None,None,puppo,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,,15359,2321,13.0,10.0,DFg_2PVW0AEHN3p.jpg,1.0
889278841981685760,2017-07-24 00:19:32,False,False,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,None,None,None,None,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,,25652,5637,13.0,10.0,VlbFB3v8H8VwzVNY.jpg,1.0
888917238123831296,2017-07-23 00:22:39,False,False,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,None,None,None,None,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,,29611,4709,12.0,10.0,DFYRgsOUQAARGhO.jpg,1.0
888804989199671297,2017-07-22 16:56:37,False,False,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,None,None,None,None,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,,26080,4559,13.0,10.0,DFWra-3VYAA2piG.jpg,1.0
888554962724278272,2017-07-22 00:23:06,False,False,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,None,None,None,None,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,,20290,3732,13.0,10.0,DFTH_O-UQAACu20.jpg,3.0
888078434458587136,2017-07-20 16:49:33,False,False,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,None,None,None,None,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,,22201,3653,12.0,10.0,DFMWn56WsAAkA7B.jpg,1.0
887705289381826560,2017-07-19 16:06:48,False,False,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,None,None,None,None,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,,30779,5609,13.0,10.0,DFHDQBbXgAEqY7t.jpg,1.0
887517139158093824,2017-07-19 03:39:09,False,False,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,None,None,None,None,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,,46959,12082,14.0,10.0,WanJKwssZj4VJvL9.jpg,1.0
887473957103951883,2017-07-19 00:47:34,False,False,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,None,None,None,None,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,,69871,18781,13.0,10.0,DFDw2tyUQAAAFke.jpg,2.0
887343217045368832,2017-07-18 16:08:03,False,False,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,None,None,None,None,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,,34222,10737,13.0,10.0,6HSuFrW1lzI_9Mht.jpg,1.0
887101392804085760,2017-07-18 00:07:08,False,False,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,None,None,None,None,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,,,31061,6167,12.0,10.0,DE-eAq6UwAA-jaE.jpg,1.0
886983233522544640,2017-07-17 16:17:36,False,False,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,None,None,None,None,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,,35859,8084,13.0,10.0,DE8yicJW0AAAvBJ.jpg,2.0
886736880519319552,2017-07-16 23:58:41,False,False,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,None,None,None,None,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,,12306,3443,13.0,10.0,DE5Se8FXcAAJFx4.jpg,1.0
886680336477933568,2017-07-16 20:14:00,False,False,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,None,None,None,None,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,,22798,4610,13.0,10.0,DE4fEDzWAAAyHMM.jpg,1.0
886366144734445568,2017-07-15 23:25:31,False,False,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,None,None,pupper,None,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,,21524,3316,12.0,10.0,DE0BTnQUwAApKEH.jpg,1.0
886258384151887873,2017-07-15 16:17:19,False,False,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,None,None,None,None,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,,28469,6523,13.0,10.0,DEyfTG4UMAE4aE9.jpg,1.0
885984800019947520,2017-07-14 22:10:11,False,False,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,None,None,None,None,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,,33382,7097,12.0,10.0,DEumeWWV0AA-Z61.jpg,1.0
885528943205470208,2017-07-13 15:58:47,False,False,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,None,None,None,None,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,,36689,6683,13.0,10.0,DEoH3yvXgAAzQtS.jpg,1.0
885167619883638784,2017-07-12 16:03:00,False,False,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,None,None,None,None,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,,22367,4556,13.0,10.0,DEi_N9qXYAAgEEw.jpg,4.0
884925521741709313,2017-07-12 00:01:00,False,False,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,None,None,None,None,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,,68152,16439,12.0,10.0,DEfjEaNXkAAtPlj.jpg,1.0
884876753390489601,2017-07-11 20:47:12,False,False,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,None,None,None,None,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,,28514,6096,13.0,10.0,DEe2tZXXkAAwyX3.jpg,1.0
884562892145688576,2017-07-11 00:00:02,False,False,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,None,None,None,None,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,,24765,5100,13.0,10.0,DEaZQkfXUAEC7qB.jpg,1.0
884441805382717440,2017-07-10 15:58:53,False,False,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,None,None,None,None,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,,27478,5856,14.0,10.0,DEYrIZwWsAA2Wo5.jpg,1.0
884162670584377345,2017-07-09 21:29:42,False,False,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,doggo,None,None,None,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,,20771,3128,12.0,10.0,DEUtQbzW0AUTv_o.jpg,1.0
883838122936631299,2017-07-09 00:00:04,False,False,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,None,None,None,None,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,,22349,3586,12.0,10.0,DEQGFgAXUAAEvfi.jpg,1.0
883482846933004288,2017-07-08 00:28:19,False,False,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,None,None,None,None,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,,46860,10407,13.5,10.0,DELC9dZXUAADqUk.jpg,1.0
883360690899218434,2017-07-07 16:22:55,False,False,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,None,floofer,None,None,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,,22986,3825,13.0,10.0,DEJT3FeXoAAtwUy.jpg,1.0
883117836046086144,2017-07-07 00:17:54,False,False,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,None,None,None,None,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,,37914,6949,13.0,10.0,DEF2-_hXoAAs62q.jpg,2.0
882992080364220416,2017-07-06 15:58:11,False,False,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,None,None,None,None,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,,24445,4122,13.0,10.0,DEEEnIqXYAAiJh_.jpg,1.0
882762694511734784,2017-07-06 00:46:41,False,False,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,None,None,pupper,None,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,,28903,5134,12.0,10.0,DEAz_HHXsAA-p_z.jpg,1.0
882627270321602560,2017-07-05 15:48:34,False,False,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,None,None,None,None,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,,28382,6342,13.0,10.0,DD-40X3WAAAJPU5.jpg,1.0
882268110199369728,2017-07-04 16:01:23,False,False,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,None,None,None,None,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,,45880,12118,13.0,10.0,DD5yKdPW0AArzX8.jpg,1.0
882045870035918850,2017-07-04 01:18:17,False,False,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,None,None,None,None,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,,29900,5203,13.0,10.0,DD2oCl2WAAEI_4a.jpg,1.0
881906580714921986,2017-07-03 16:04:48,False,False,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,None,None,None,None,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,,24773,3533,12.0,10.0,DD0pWm9XcAAeSBL.jpg,1.0
881666595344535552,2017-07-03 00:11:11,False,False,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,None,None,None,None,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,,51522,11099,13.0,10.0,DDxPFwbWAAEbVVR.jpg,1.0
881536004380872706,2017-07-02 15:32:16,False,False,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,None,None,pupper,None,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,,50199,16570,14.0,10.0,9bawiZ--8FKywTkz.jpg,1.0
881268444196462592,2017-07-01 21:49:04,False,False,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,None,None,None,None,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,,23501,5358,12.0,10.0,DDrk-f9WAAI-WQv.jpg,1.0
880935762899988482,2017-06-30 23:47:07,False,False,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,None,None,None,None,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,,17346,2886,13.0,10.0,DDm2Z5aXUAEDS2u.jpg,1.0
880872448815771648,2017-06-30 19:35:32,False,False,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,None,None,None,None,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,,,21734,3989,12.0,10.0,DDl8zzJW0AAisCJ.jpg,1.0
880465832366813184,2017-06-29 16:39:47,False,False,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,None,None,None,None,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,,29075,6546,12.0,10.0,DDgK-J4XUAIEV9W.jpg,1.0
880221127280381952,2017-06-29 00:27:25,False,False,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,None,None,None,None,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,,27640,4436,12.0,10.0,DDcscbXU0AIfDzs.jpg,1.0
880095782870896641,2017-06-28 16:09:20,False,False,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,None,None,None,None,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,,28150,4533,11.0,10.0,DDa6ckbXgAAM1vV.jpg,1.0
879862464715927552,2017-06-28 00:42:13,False,False,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,None,None,None,None,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,,22667,3642,13.0,10.0,DDXmPrbWAAEKMvy.jpg,3.0
879492040517615616,2017-06-27 00:10:17,False,False,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,None,None,None,None,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,,23822,3323,12.0,10.0,DDSVWMvXsAEgmMK.jpg,1.0
879415818425184262,2017-06-26 19:07:24,False,False,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,None,None,None,None,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,,107956,45849,13.0,10.0,cX7XI1TnUsseGET5.jpg,1.0
879376492567855104,2017-06-26 16:31:08,False,False,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,None,None,None,None,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,,17099,3261,12.0,10.0,DDQsQGFV0AAw6u9.jpg,1.0
879050749262655488,2017-06-25 18:56:45,False,False,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,None,None,None,None,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,,23022,4941,11.0,10.0,DDMD_phXoAQ1qf0.jpg,1.0
879008229531029506,2017-06-25 16:07:47,False,False,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,None,None,None,None,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,,19317,2812,13.0,10.0,DDLdUrqXYAMOVzY.jpg,1.0
878776093423087618,2017-06-25 00:45:22,False,False,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,None,None,None,puppo,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,,19763,4319,13.0,10.0,DDIKMXzW0AEibje.jpg,2.0
878281511006478336,2017-06-23 16:00:04,False,False,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,None,None,None,None,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,,7913,1349,13.0,10.0,DDBIX9QVYAAohGa.jpg,1.0
878057613040115712,2017-06-23 01:10:23,False,False,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,None,None,None,None,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,,42876,7181,14.0,10.0,DC98vABUIAA97pz.jpg,1.0
877736472329191424,2017-06-22 03:54:17,False,False,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,None,None,None,None,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,,,71144,17300,13.0,10.0,DC5YqoQW0AArOLH.jpg,2.0
877556246731214848,2017-06-21 15:58:08,False,False,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,None,None,None,None,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,,,23258,3994,12.0,10.0,DC20wEcW0AAf59m.jpg,1.0
877316821321428993,2017-06-21 00:06:44,False,False,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,None,None,None,None,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",,,27907,5414,13.0,10.0,DCza_vtXkAQXGpC.jpg,1.0
